000000	Officially Xerox
64E625	Woxu Wireless Co.
64E682	Apple
64E84F	Serialway Communication Technology Co. Ltd
64E892	Morio Denki Co.
64E8E6	global moisture management system
64E950	Cisco Systems
64EAC5	SiboTech Automation Co.
64EB8C	Seiko Epson Corporation
64ED57	ARRIS Group
64ED62	WOORI SYSTEMS Co.
64EEB7	Netcore Technology Inc
64F242	Gerdes Aktiengesellschaft
64F50E	Kinion Technology Company Limited
64F69D	Cisco Systems
64F81C	Huawei Technologies Co.
64F88A	China Mobile IOT Company Limited
64F970	Kenade Electronics Technology Co.
64F987	Avvasi Inc.
64FB50	RoomReady/Zdi
64FB81	IEEE Registration Authority
64FB81000000/28	Shanghai Simcom Limited
64FB81100000/28	Narrative AB
64FB81200000/28	Seven Solutions S.L
64FB81300000/28	MOBILUS Inc.
64FB81400000/28	Pricer AB
64FB81500000/28	Kay Schulze & Karsten Pohle GbR
64FB81600000/28	XIMO Communication Technology Co.
64FB81700000/28	Securosys SA
64FB81800000/28	NPG Technology S.A.
64FB81900000/28	hiQview Corporation
64FB81A00000/28	Bronkhorst High-Tech BV
64FB81B00000/28	Sichuan Haige Actec Communication Technology Co.
64FB81C00000/28	Bridgeport Instruments
64FB81D00000/28	Dongyang unitech.co.ltd
64FB81E00000/28	ChengDu KeChuang LongXin Sci-tech Co.
64FC8C	Zonar Systems
680235	Konten Networks Inc.
680571	Samsung Electronics Co.
6805CA	Intel Corporate
680715	Intel Corporate
680927	Apple
680AD7	Yancheng Kecheng Optoelectronic Technology Co.
68122D	Special Instrument Development Co.
681295	Lupine Lighting Systems GmbH
681401	Hon Hai Precision Ind. Co.
681590	Sagemcom Broadband SAS
6815D3	Zaklady Elektroniki i Mechaniki Precyzyjnej R&G S.A.
681605	Systems And Electronic Development FZCO
681729	Intel Corporate
68193F	Digital Airways
681AB2	zte corporation
681CA2	Rosewill Inc.
681D64	Sunwave Communications Co.
681DEF	Shenzhen CYX Technology Co.
681E8B	InfoSight Corporation
681F40	Blu Wireless Technology Ltd
681FD8	Siemens Industry
68234B	Nihon Dengyo Kousaku
68262A	Sichuan Tianyi Comheart Telecomco.
682737	Samsung Electronics Co.
6828F6	Vubiq Networks
6829DC	Ficosa Electronics S.L.U.
682C7B	Cisco Systems
682DDC	Wuhan Changjiang Electro-Communication Equipment CO.
6831FE	Teladin Co.
683563	Shenzhen Liown Electronics Co.
6836B5	DriveScale
6837E9	Amazon Technologies Inc.
683A1E	Cisco Meraki
683B1E	Countwise LTD
683C7D	Magic Intelligence Technology Limited
683E02	SIEMENS AG
683E34	MEIZU Technology Co.
684352	Bhuu Limited
6843D7	Agilecom Photonics Solutions Guangdong Limited
6845F1	Toshiba Client Solutions Co.
684749	Texas Instruments
684898	Samsung Electronics Co.
684B88	Galtronics Telemetry Inc.
684CA8	Shenzhen Herotel Tech. Co.
684F64	Dell Inc.
6851B7	PowerCloud Systems
68536C	SPnS Co.
685388	P&S Technology
6854C1	ColorTokens
6854ED	Alcatel-Lucent
6854F5	enLighted Inc
6854FD	Amazon Technologies Inc.
68572D	Hangzhou Aixiangji Technology Co.
6858C5	ZF TRW Automotive
68597F	Alcatel Lucent
685ACF	Samsung Electronics Co.
685B35	Apple
685B36	Powertech Industrial Co.
685D43	Intel Corporate
685E6B	PowerRay Co.
686359	Advanced Digital Broadcast SA
68644B	Apple
68692E	Zycoo Co.
686975	Angler Labs Inc
6869F2	ComAp s.r.o.
686E23	Wi3 Inc.
686E48	Prophet Electronic Technology Corp.
687251	Ubiquiti Networks Inc.
6872DC	CETORY.TV Company Limited
68764F	Sony Mobile Communications Inc
687848	Westunitis Co.
68784C	Nortel Networks
687924	ELS-GmbH & Co. KG
6879ED	SHARP Corporation
687CC8	Measurement Systems S. de R.L.
687CD5	Y Soft Corporation
687F74	Cisco-Linksys
68831A	Pandora Mobility Corporation
688470	eSSys Co.
688540	IGI Mobile
68856A	OuterLink Corporation
6886A7	Cisco Systems
6886E7	Orbotix
68876B	INQ Mobile Limited
6889C1	Huawei Technologies Co.
688AB5	EDP Servicos
688AF0	zte corporation
688B0F	China Mobile IOT Company Limited
688DB6	Aetek Inc.
688F2E	Hitron Technologies. Inc
688F84	Huawei Technologies Co.
6891D0	IEEE Registration Authority
6891D0000000/28	Central Railway Manufacturing
6891D0100000/28	Multi Alarm Zrt.
6891D0200000/28	Shenzhen NeaTech Intelligence Technology Co.
6891D0300000/28	Ambitio LLC
6891D0400000/28	G-TECH Instruments Inc.
6891D0500000/28	NIPK Electron Co.
6891D0700000/28	Omniimpex GmbH
6891D0800000/28	solvimus GmbH
6891D0B00000/28	Altis Technology
6891D0C00000/28	Spraying Systems Co.
6891D0D00000/28	Fuzhou x-speed information technology Co.
6891D0E00000/28	Outstanding Technology Co.
689234	Ruckus Wireless
689361	Integrated Device Technology (Malaysia) Sdn. Bhd.
689423	Hon Hai Precision Ind. Co.
68967B	Apple
68974B	Shenzhen Costar Electronics Co. Ltd.
6897E8	Society of Motion Picture &amp; Television Engineers
689861	Beacon Inc
6899CD	Cisco Systems
689A87	Amazon Technologies Inc.
689AB7	Atelier Vision Corporation
689C5E	AcSiP Technology Corp.
689C70	Apple
689CE2	Cisco Systems
689E19	Texas Instruments
689FF0	zte corporation
68A03E	Huawei Technologies Co.
68A0F6	Huawei Technologies Co.
68A1B7	Honghao Mingchuan Technology (Beijing) CO.
68A378	Freebox Sas
68A3C4	Liteon Technology Corporation
68A40E	BSH Hausgeräte GmbH
68A47D	Sun Cupid Technology (HK) LTD
68A682	Shenzhen YOUHUA Technology Co.
68A828	Huawei Technologies Co.
68A86D	Apple
68A8E1	Wacom Co.
68AAD2	Datecs Ltd.
68AB1E	Apple
68AB8A	RF IDeas
68AE20	Apple
68AF13	Futura Mobility
68B094	Inesa Electron Co.
68B35E	Shenzhen Neostra Technology Co.Ltd
68B43A	WaterFurnace International
68B599	Hewlett Packard
68B6FC	Hitron Technologies. Inc
68B8D9	Act KDE
68B983	b-plus GmbH
68BC0C	Cisco Systems
68BDAB	Cisco Systems
68C44D	Motorola Mobility LLC
68C63A	Espressif Inc.
68C90B	Texas Instruments
68CA00	Octopus Systems Limited
68CAE4	Cisco Systems
68CC6E	Huawei Technologies Co.
68CC9C	Mine Site Technologies
68CD0F	U Tek Company Limited
68CE4E	L-3 Communications Infrared Products
68D1BA	Shenzhen YOUHUA Technology Co.
68D1FD	Shenzhen Trimax Technology Co.
68D247	Portalis LC
68D482	Shenzhen Gongjin Electronics Co.
68D925	ProSys Development Services
68D93C	Apple
68DB54	Phicomm (Shanghai) Co.
68DB67	Nantong Coship Electronics Co.
68DB96	OPWILL Technologies CO.
68DBCA	Apple
68DCE8	PacketStorm Communications
68DD26	Shanghai Focus Vision Security Technology Co.
68DFDD	Xiaomi Communications Co Ltd
68E41F	Unglaube Identech GmbH
68E7C2	Samsung Electronics Co.
68E8EB	Linktel Technologies Co.
68EBAE	Samsung Electronics Co.
68EBC5	Angstrem Telecom
68EC62	YODO Technology Corp. Ltd.
68ECC5	Intel Corporate
68ED43	BlackBerry RTS
68EDA4	Shenzhen Seavo Technology Co.
68EE96	Cisco SPVTG
68EF43	Apple
68EFBD	Cisco Systems
68F06D	Along Industrial Co.
68F0BC	Shenzhen LiWiFi Technology Co.
68F125	Data Controls Inc.
68F728	LCFC(HeFei) Electronics Technology co.
68F895	Redflow Limited
68F956	Objetivos y Servicio de Valor Añadido
68FB7E	Apple
68FB95	Generalplus Technology Inc.
68FCB3	Next Level Security Systems
68FEDA	Fiberhome Telecommunication Technologies Co.
68FEF7	Apple
68FF7B	Tp-Link Technologies Co.
6A0E20	GeoFrenzy
6A1F6C	iPass
6A4065	Open Connectivity Foundation
6A5C35	Secrétariat général de la défense et de la sécurité nationale
6A737D	25G Ethernet Consortium
6AB6F2	Eli Technology Inc
6AE64A	S&O Electronics (Malaysia) Sdn. Bhd.
6C006B	Samsung Electronics Co.
6C0273	Shenzhen Jin Yun Video Equipment Co.
6C0460	RBH Access Technologies Inc.
6C05D5	Ethertronics Inc
6C090A	Gematica Srl
6C09D6	Digiquest Electronics LTD
6C0B84	Universal Global Scientific Industrial Co.
6C0E0D	Sony Mobile Communications Inc
6C0EE6	Chengdu Xiyida Electronic Technology Co
6C0F6A	JDC Tech Co.
6C14F7	Erhardt+Leimer GmbH
6C15F9	Nautronix Limited
6C160E	ShotTracker
6C1811	Decatur Electronics
6C198F	D-Link International
6C19C0	Apple
6C1E70	Guangzhou YBDS IT Co.
6C1E90	Hansol Technics Co.
6C2056	Cisco Systems
6C21A2	AMPAK Technology
6C22AB	Ainsworth Game Technology
6C23B9	Sony Mobile Communications Inc
6C23CB	Wattty Corporation
6C2483	Microsoft Mobile Oy
6C25B9	Bbk Educational Electronics Corp.
6C2779	Microsoft Mobile Oy
6C2995	Intel Corporate
6C2ACB	Paxton Access Ltd
6C2B59	Dell Inc.
6C2C06	OOO NPP Systemotechnika-NN
6C2CDC	Skyworth Digital Technology(Shenzhen) Co.
6C2E33	Accelink Technologies Co.
6C2E72	B&B Exporting Limited
6C2E85	Sagemcom Broadband SAS
6C2F2C	Samsung Electronics Co.
6C32DE	Indieon Technologies Pvt. Ltd.
6C33A9	Magicjack LP
6C3838	Marking System Technology Co.
6C3845	Fiberhome Telecommunication Technologies Co.
6C38A1	Ubee Interactive Co.
6C391D	Beijing ZhongHuaHun Network Information center
6C3A84	Shenzhen Aero-Startech. Co.Ltd
6C3B6B	Routerboard.com
6C3BE5	Hewlett Packard
6C3C53	SoundHawk Corp
6C3E6D	Apple
6C3E9C	KE Knestel Elektronik GmbH
6C4008	Apple
6C40C6	Nimbus Data
6C416A	Cisco Systems
6C4598	Antex Electronic Corp.
6C49C1	o2ones Co.
6C4B7F	Vossloh-Schwabe Deutschland GmbH
6C4D73	Apple
6C4E86	Third Millennium Systems Ltd.
6C504D	Cisco Systems
6C54CD	Lampex Electronics Limited
6C5697	Amazon Technologies Inc.
6C5779	Aclima
6C5940	Mercury Communication Technologies Co.
6C5976	Shanghai Tricheer Technology Co.
6C5A34	Shenzhen Haitianxiong Electronic Co.
6C5AB5	TCL Technoly Electronics (Huizhou) Co.
6C5C14	Guangdong Oppo Mobile Telecommunications Corp.
6C5C3D	IEEE Registration Authority
6C5C3D000000/28	ShenZhen Hugsun Technology Co.
6C5C3D100000/28	Shenzhen Justek Technology Co.
6C5C3D200000/28	Vertiv Industrial Systems
6C5C3D300000/28	Kwong Ming Electrical Manufactory Limited
6C5C3D400000/28	HTI Co.
6C5C3D500000/28	Unitel Engineering
6C5C3D600000/28	Hangzhou Netease Yanxuan Trading Co.
6C5C3D700000/28	Soundking Electronics&Sound Co.
6C5C3D800000/28	Guangzhou Guangri Elevator Industry Co.
6C5C3D900000/28	IskraUralTEL
6C5C3DA00000/28	krtkl inc.
6C5C3DB00000/28	Reconova Technologies
6C5C3DC00000/28	choyang powertech
6C5C3DD00000/28	Syowatsusinkougyo Co.
6C5C3DE00000/28	Clinton Electronics Corporation
6C5CDE	SunReports
6C5D63	ShenZhen Rapoo Technology Co.
6C5E7A	Ubiquitous Internet Telecom Co.
6C5F1C	Lenovo Mobile Communication Technology Ltd.
6C60EB	Zhi Yuan Electronics Co.
6C6126	Rinicom Holdings
6C626D	Micro-Star INT'L CO.
6C641A	Penguin Computing
6C6CD3	Cisco Systems
6C6EFE	Core Logic Inc.
6C6F18	Stereotaxis
6C7039	Novar GmbH
6C709F	Apple
6C71BD	Ezelink Telecom
6C71D9	AzureWave Technology Inc.
6C7220	D-Link International
6C72E7	Apple
6C7660	Kyocera Corporation
6C81FE	Mitsuba Corporation
6C8336	Samsung Electronics Co.
6C8366	Nanjing SAC Power Grid Automation Co.
6C8686	Technonia
6C8814	Intel Corporate
6C8B2F	zte corporation
6C8BD3	Cisco Systems
6C8CDB	Otus Technologies Ltd
6C8D65	Wireless Glue Networks
6C8DC1	Apple
6C8FB5	Microsoft Mobile Oy
6C90B1	SanLogic Inc
6C92BF	Inspur Electronic Information Industry Co.
6C9354	Yaojin Technology (Shenzhen) Co.
6C94F8	Apple
6C96CF	Apple
6C98EB	Riverbed Technology
6C9989	Cisco Systems
6C9AC9	Valentine Research
6C9B02	Nokia Corporation
6C9BC0	Chemoptics Inc.
6C9CE9	Nimble Storage
6C9CED	Cisco Systems
6CA100	Intel Corporate
6CA604	ARRIS Group
6CA682	EDAM information & communications
6CA75F	zte corporation
6CA780	Nokia Corporation
6CA7FA	Youngbo Engineering Inc.
6CA849	Avaya Inc
6CA858	Fiberhome Telecommunication Technologies Co.
6CA906	Telefield Ltd
6CA928	HMD Global Oy
6CA96F	TransPacket AS
6CAAB3	Ruckus Wireless
6CAB31	Apple
6CAB4D	Digital Payment Technologies
6CAC60	Venetex Corp
6CAD3F	Hubbell Building Automation
6CADEF	KZ Broadband Technologies
6CADF8	AzureWave Technology Inc.
6CAE8B	IBM Corporation
6CAF15	Webasto SE
6CB227	Sony Video & Sound Products Inc.
6CB2AE	Cisco Systems
6CB311	Shenzhen Lianrui Electronics Co.
6CB350	Anhui comhigher tech co.
6CB4A7	Landauer
6CB56B	HUMAX Co.
6CB6CA	DIVUS GmbH
6CB749	Huawei Technologies Co.
6CB7F4	Samsung Electronics Co.
6CB9C5	Delta Networks
6CBEE9	Alcatel-Lucent IPD
6CBFB5	Noon Technology Co.
6CC147	Xiamen Hanin Electronic Technology Co.
6CC1D2	ARRIS Group
6CC217	Hewlett Packard
6CC26B	Apple
6CC374	Texas Instruments
6CC4D5	HMD Global Oy
6CC7EC	Samsung Electro-Mechanics(Thailand)
6CCA08	ARRIS Group
6CD032	LG Electronics
6CD146	Smartek d.o.o.
6CD1B0	Wing Sing Electronics Hong Kong Limited
6CD68A	LG Electronics (Mobile Communications)
6CDC6A	Promethean Limited
6CDD30	Cisco Systems
6CDFFB	IEEE Registration Authority
6CDFFB000000/28	Shenzhen HDCVT Technology
6CDFFB100000/28	Chongqing Baoli Yota Technologies Limited
6CDFFB200000/28	Sercomm Corporation.
6CDFFB300000/28	Beijing Ainemo Co Ltd
6CDFFB400000/28	Lineable Inc
6CDFFB500000/28	Greenbird Vertriebs GmbH
6CDFFB700000/28	Hashtrend AG
6CDFFB800000/28	Hardmeier
6CDFFB900000/28	YongTechs Electric Co. Ltd
6CDFFBA00000/28	Guilin Zhishen Information TechonlogyCO.
6CDFFBB00000/28	CELL System Co.
6CDFFBC00000/28	Toucan Systems Ltd
6CDFFBD00000/28	Nanjing Buruike Electronics Technology Co.
6CE01E	Modcam AB
6CE3B6	Nera Telecommunications Ltd.
6CE4CE	Villiger Security Solutions AG
6CE4DA	NEC Platforms
6CE85C	Apple
6CE873	Tp-Link Technologies Co.
6CE907	Nokia Corporation
6CE983	Gastron Co.
6CEBB2	Dongguan Sen DongLv Electronics Co.
6CEC5A	Hon Hai Precision Ind. CO.
6CECA1	Shenzhen Clou Electronics Co. Ltd.
6CECEB	Texas Instruments
6CED51	NEXCONTROL Co.
6CEFC6	Shenzhen Twowing Technologies Co.
6CF049	Giga-Byte Technology Co.
6CF373	Samsung Electronics Co.
6CF37F	Aruba
6CF5E8	Mooredoll Inc.
6CF97C	Nanoptix Inc.
6CF9D2	Chengdu Povodo Electronic Technology Co.
6CFA58	Avaya Inc
6CFA89	Cisco Systems
6CFAA7	AMPAK Technology
6CFDB9	Proware Technologies Co Ltd.
6CFFBE	MPB Communications Inc.
700136	FATEK Automation Corporation
7001B5	Cisco Systems
700258	01Db-Metravib
70037E	Technicolor CH USA Inc.
700514	LG Electronics (Mobile Communications)
7006AC	Eastcompeace Technology Co.
700B01	Sagemcom Broadband SAS
700B4F	Cisco Systems
700BC0	Dewav Technology Company
700F6A	Cisco Systems
700FC7	Shenzhen Ikinloop Technology Co.
700FEC	Poindus Systems Corp.
70105C	Cisco Systems
70106F	Hewlett Packard Enterprise
701124	Apple
7011AE	Music Life LTD
701404	Limited Liability Company
7014A6	Apple
70169F	EtherCAT Technology Group
70188B	Hon Hai Precision Ind. Co.
7018A7	Cisco Systems
70192F	Huawei Technologies Co.
701A04	Liteon Technology Corporation
701AED	Advas Co.
701BFB	Integrated Device Technology (Malaysia) Sdn. Bhd.
701CE7	Intel Corporate
701D08	99IOT Shenzhen co.
701D7F	Comtech Technology Co.
701DC4	NorthStar Battery Company
701E68	Hanna Instruments
701F53	Cisco Systems
702084	Hon Hai Precision Ind. Co.
702393	fos4X GmbH
702559	CyberTAN Technology Inc.
702605	SONY Visual Products Inc.
70288B	Samsung Electronics Co.
702900	Shenzhen ChipTrip Technology Co
702A7D	EpSpot AB
702AD5	Samsung Electronics Co.
702B1D	E-Domus International Limited
702D84	i4C Innovations
702DD1	Newings Communication CO.
702E22	zte corporation
702ED9	Guangzhou Shiyuan Electronics Co.
702F4B	PolyVision Inc.
702F97	Aava Mobile Oy
703018	Avaya Inc
70305D	Ubiquoss Inc
70305E	Nanjing Zhongke Menglian Information Technology Co.
703187	ACX GmbH
7032D5	Athena Wireless Communications Inc
703509	Cisco Systems
703811	Invensys Rail
7038B4	Low Tech Solutions
7038EE	Avaya Inc
703A0E	Aruba
703A51	Xiaomi Communications Co Ltd
703A73	Shenzhen Sundray Technologies Company Limited
703ACB	Google
703AD8	Shenzhen Afoundry Electronic Co.
703C03	RadiAnt Co.
703C39	SEAWING Kft
703C69	Apple
703D15	Hangzhou H3C Technologies Co.
703EAC	Apple
7041B7	Edwards Lifesciences LLC
704642	Chyng Hong Electronic Co.
7047E9	vivo Mobile Communication Co.
70480F	Apple
704AAE	Xstream Flow (Pty) Ltd
704AE4	Rinstrum Pty Ltd
704CA5	Fortinet
704CED	TMRG
704D7B	ASUSTek COMPUTER INC.
704E01	Kwangwon Tech Co.
704E66	Shenzhen Fast Technologies Co.
704F08	Shenzhen Huisheng Information Technology Co.
704F57	Tp-Link Technologies Co.
704FB8	ARRIS Group
7050AF	BSkyB Ltd
7052C5	Avaya Inc
70533F	Alfa Instrumentos Eletronicos Ltda.
7054B4	Vestel Elektronik San ve Tic. A.Ş.
7054D2	Pegatron Corporation
7054F5	Huawei Technologies Co.
7055F8	Cerebras Systems Inc
705681	Apple
7057BF	New H3C Technologies Co.
705812	Panasonic Corporation AVC Networks Company
705896	InShow Technology
705957	Medallion Instrumentation Systems
705986	Ooo Ttv
705A0F	Hewlett Packard
705A9E	Technicolor CH USA Inc.
705AAC	Samsung Electronics Co.
705AB6	Compal Information (Kunshan) Co.
705B2E	M2Communication Inc.
705CAD	Konami Gaming Inc
705DCC	EFM Networks
705E55	Realme Chongqing MobileTelecommunications Corp Ltd
705EAA	Action Target
7060DE	LaVision GmbH
706173	Calantec GmbH
7062B8	D-Link International
706417	Orbis Tecnologia Electrica S.A.
706582	Suzhou Hanming Technologies Co.
7065A3	Kandao lightforge Co.
70661B	Sonova AG
706879	Saijo Denki International Co.
70695A	Cisco Systems
706BB9	Cisco Systems
706D15	Cisco Systems
706DEC	Wifi-soft LLC
706E6D	Cisco Systems
70700D	Apple
70704C	Purple Communications
70708B	Cisco Systems
7071B3	Brain Corporation
7071BC	Pegatron Corporation
70720D	Lenovo Mobile Communication Technology Ltd.
70723C	Huawei Technologies Co.
7072CF	EdgeCore Networks
7073CB	Apple
707630	ARRIS Group
7076DD	Oxyguard International A/S
7076F0	LevelOne Communications (India) Private Limited
707781	Hon Hai Precision Ind. Co.
70788B	vivo Mobile Communication Co.
707938	Wuxi Zhanrui Electronic Technology Co.
707990	Huawei Technologies Co.
7079B3	Cisco Systems
707BE8	Huawei Technologies Co.
707C18	ADATA Technology Co.
707C69	Avaya Inc
707D95	Shenzhen City LinwlanTechnology Co. Ltd.
707DB9	Cisco Systems
707E43	ARRIS Group
707EDE	Nastec Ltd.
708105	Cisco Systems
7081EB	Apple
70820E	as electronics GmbH
70828E	OleumTech Corporation
708540	Skyworth Digital Technology(Shenzhen) Co.
7085C2	ASRock Incorporation
7085C6	ARRIS Group
7086C1	Texas Instruments
70884D	Japan Radio Co.
70886B000000/28	Veracity UK Ltd
70886B100000/28	Bitfinder Inc
70886B400000/28	Hori Co.
70886B500000/28	Chengdu Ophylink Communication Technology Ltd.
70886B600000/28	Church & Dwight Co.
70886B800000/28	Cable Matters Inc.
70886B900000/28	Shenzhen Coolhear Information Technology Co.
70886BA00000/28	RHXTune Technology Co.
70886BB00000/28	Beijing Strongleader Science & Technology Co.
70886BC00000/28	MAX4G
7089CC	China Mobile Group Device Co.
708A09	Huawei Technologies Co.
708B78	citygrow technology co.
708BCD	ASUSTek COMPUTER INC.
708D09	Nokia Corporation
70918F	Weber-Stephen Products LLC
7091F3	Universal Electronics
709383	Intelligent Optical Network High Tech CO.
7093F8	Space Monkey
709756	Happyelectronics Co.
70991C	Shenzhen Honesty Electronics Co.
709A0B	Italian Institute of Technology
709BA5	Shenzhen Y&D Electronics Co.
709BFC	Bryton Inc.
709C8F	Nero AG
709E29	Sony Interactive Entertainment Inc.
709E86	X6D Limited
709F2D	zte corporation
709FA9	Tecno Mobile Limited
70A191	Trendsetter Medical
70A2B3	Apple
70A41C	Advanced Wireless Dynamics S.L.
70A66A	Prox Dynamics AS
70A84C	MONAD.
70A8E3	Huawei Technologies Co.
70AAB2	BlackBerry RTS
70ACD7	Shenzhen YOUHUA Technology Co.
70AD54	Malvern Instruments Ltd
70AF24	TP Vision Belgium NV
70AF25	Nishiyama Industry Co.
70AF6A	Shenzhen Fenglian Technology Co.
70B035	Shenzhen Zowee Technology Co.
70B08C	Shenou Communication Equipment Co.
70B14E	ARRIS Group
70B265	Hiltron s.r.l.
70B317	Cisco Systems
70B3D5	IEEE Registration Authority
70B3D5001000/36	SOREDI touch systems GmbH
70B3D5002000/36	Gogo BA
70B3D5006000/36	Piranha EMS Inc.
70B3D5008000/36	ESYSE GmbH Embedded Systems Engineering
70B3D5009000/36	HolidayCoro
70B3D500A000/36	FUJICOM Co.
70B3D500D000/36	Scrona AG
70B3D500E000/36	Magosys Systems LTD
70B3D5010000/36	Hanwa Electronic Ind.Co.
70B3D5011000/36	Sumer Data S.L
70B3D5012000/36	KST technology
70B3D5013000/36	Sportsbeams Lighting
70B3D5014000/36	FRAKO Kondensatoren und Anlagenbau GmbH
70B3D5015000/36	EN ElectronicNetwork Hamburg GmbH
70B3D5016000/36	Guardian Controls International Ltd
70B3D501A000/36	Cubro Acronet GesmbH
70B3D501B000/36	Audi Ag
70B3D501C000/36	Kumu Networks
70B3D501D000/36	Weigl Elektronik & Mediaprojekte
70B3D501E000/36	ePOINT Embedded Computing Limited
70B3D501F000/36	SPX Flow Technology BV
70B3D5020000/36	Micro Debug
70B3D5022000/36	Ravelin Ltd
70B3D5023000/36	Cambridge Pixel
70B3D5024000/36	G+D Mobile Security
70B3D5025000/36	Elsuhd Net Ltd Co.
70B3D5027000/36	Redcap Solutions s.r.o.
70B3D5028000/36	AT-Automation Technology GmbH
70B3D5029000/36	Marimo electronics Co.
70B3D502A000/36	BAE Systems Surface Ships Limited
70B3D502D000/36	NEXTtec srl
70B3D502E000/36	Monnit Corporation
70B3D502F000/36	Legendaire Technology Co.
70B3D5030000/36	Tresent Technologies
70B3D5031000/36	Shenzhen Gaona Electronic Co.Ltd
70B3D5032000/36	iFreecomm Technology Co.
70B3D5033000/36	Sailmon BV
70B3D5035000/36	HKW-Elektronik GmbH
70B3D5037000/36	Eiffage Energie Electronique
70B3D5039000/36	DoWoo Digitech
70B3D503B000/36	SSL - Electrical Aerospace Ground Equipment Section
70B3D503C000/36	Ultimate Software
70B3D503D000/36	Quercus Technologies
70B3D503F000/36	Elesar Limited
70B3D5040000/36	Savari Inc
70B3D5041000/36	Fibernet Ltd
70B3D5042000/36	Coveloz Technologies Inc.
